id,attack_cat
30783,Generic
30784,Exploits
30785,Normal
30786,DoS
30787,Normal
30788,Exploits
30789,Fuzzers
30790,Fuzzers
30791,Exploits
30792,Generic
30793,Exploits
30794,DoS
30795,Normal
30796,Normal
30797,Backdoor
30798,Normal
30799,Normal
30800,Normal
30801,Generic
30802,Reconnaissance
30803,Reconnaissance
30804,Normal
30805,Exploits
30806,DoS
30807,Normal
30808,DoS
30809,Normal
30810,Analysis
30811,Normal
30812,Normal
30813,Exploits
30814,Normal
30815,Normal
30816,Generic
30817,Normal
30818,Normal
30819,DoS
30820,Analysis
30821,Normal
30822,Generic
30823,Normal
30824,Generic
30825,Generic
30826,Fuzzers
30827,Exploits
30828,Generic
30829,Normal
30830,Exploits
30831,Exploits
30832,Exploits
30833,Normal
30834,Fuzzers
30835,Normal
30836,Backdoor
30837,Generic
30838,Fuzzers
30839,Shellcode
30840,Exploits
30841,Normal
30842,Generic
30843,Reconnaissance
30844,Normal
30845,Exploits
30846,Fuzzers
30847,Analysis
30848,Normal
30849,Reconnaissance
30850,Fuzzers
30851,Reconnaissance
30852,Normal
30853,DoS
30854,Normal
30855,Exploits
30856,Generic
30857,Exploits
30858,Exploits
30859,Normal
30860,Exploits
30861,Generic
30862,Fuzzers
30863,DoS
30864,Normal
30865,Fuzzers
30866,Normal
30867,DoS
30868,Normal
30869,DoS
30870,Normal
30871,Exploits
30872,Exploits
30873,Normal
30874,Normal
30875,Exploits
30876,Normal
30877,Exploits
30878,Reconnaissance
30879,Fuzzers
30880,Exploits
30881,Fuzzers
30882,Exploits
30883,Fuzzers
30884,Reconnaissance
30885,Exploits
30886,Generic
30887,Normal
30888,Fuzzers
30889,Generic
30890,Exploits
30891,Analysis
30892,Normal
30893,DoS
30894,Generic
30895,Fuzzers
30896,Exploits
30897,Normal
30898,Generic
30899,Reconnaissance
30900,Exploits
30901,Backdoor
30902,Reconnaissance
30903,Reconnaissance
30904,Analysis
30905,Exploits
30906,Fuzzers
30907,Normal
30908,Fuzzers
30909,Exploits
30910,Generic
30911,Normal
30912,Fuzzers
30913,Normal
30914,Generic
30915,DoS
30916,Fuzzers
30917,Fuzzers
30918,Backdoor
30919,Generic
30920,Exploits
30921,Fuzzers
30922,Generic
30923,Exploits
30924,Reconnaissance
30925,Generic
30926,Normal
30927,DoS
30928,Exploits
30929,Exploits
30930,Backdoor
30931,Reconnaissance
30932,Exploits
30933,Normal
30934,Exploits
30935,Generic
30936,DoS
30937,Normal
30938,Exploits
30939,Normal
30940,Normal
30941,Exploits
30942,Normal
30943,Fuzzers
30944,Reconnaissance
30945,Generic
30946,Normal
30947,Exploits
30948,Normal
30949,Normal
30950,Generic
30951,DoS
30952,Generic
30953,DoS
30954,Normal
30955,Normal
30956,Normal
30957,Generic
30958,Normal
30959,Exploits
30960,Reconnaissance
30961,Reconnaissance
30962,Fuzzers
30963,DoS
30964,Generic
30965,Normal
30966,Normal
30967,Fuzzers
30968,Normal
30969,Generic
30970,Normal
30971,Normal
30972,Exploits
30973,Generic
30974,Normal
30975,Generic
30976,Fuzzers
30977,Fuzzers
30978,Fuzzers
30979,Normal
30980,Normal
30981,Generic
30982,Normal
30983,Normal
30984,Generic
30985,Fuzzers
30986,Exploits
30987,Fuzzers
30988,Fuzzers
30989,Generic
30990,Exploits
30991,Normal
30992,Analysis
30993,Normal
30994,Normal
30995,Fuzzers
30996,Normal
30997,Fuzzers
30998,Exploits
30999,Normal
31000,Exploits
31001,Normal
31002,Normal
31003,Exploits
31004,Generic
31005,Normal
31006,Generic
31007,Normal
31008,Normal
31009,Normal
31010,Generic
31011,Normal
31012,Normal
31013,Generic
31014,Exploits
31015,Normal
31016,Normal
31017,Normal
31018,Backdoor
31019,Generic
31020,Reconnaissance
31021,Normal
31022,Fuzzers
31023,Exploits
31024,Exploits
31025,Normal
31026,Reconnaissance
31027,Fuzzers
31028,Exploits
31029,Reconnaissance
31030,Exploits
31031,Generic
31032,Normal
31033,Reconnaissance
31034,Normal
31035,Exploits
31036,Exploits
31037,Fuzzers
31038,Generic
31039,Exploits
31040,Exploits
31041,Fuzzers
31042,DoS
31043,Exploits
31044,Generic
31045,Generic
31046,Fuzzers
31047,Normal
31048,DoS
31049,DoS
31050,Reconnaissance
31051,DoS
31052,Fuzzers
31053,Generic
31054,Normal
31055,Fuzzers
31056,Exploits
31057,Exploits
31058,Fuzzers
31059,Exploits
31060,Reconnaissance
31061,Generic
31062,Generic
31063,Exploits
31064,Normal
31065,Reconnaissance
31066,Fuzzers
31067,Normal
31068,Exploits
31069,Analysis
31070,Generic
31071,Fuzzers
31072,Generic
31073,Normal
31074,Normal
31075,DoS
31076,Normal
31077,Normal
31078,Normal
31079,Fuzzers
31080,Exploits
31081,Normal
31082,Generic
31083,Exploits
31084,Exploits
31085,Generic
31086,Normal
31087,DoS
31088,Normal
31089,Generic
31090,Generic
31091,Exploits
31092,Exploits
31093,Normal
31094,Normal
31095,Fuzzers
31096,Generic
31097,Normal
31098,Exploits
31099,Reconnaissance
31100,Normal
31101,Normal
31102,Normal
31103,Normal
31104,Generic
31105,Exploits
31106,DoS
31107,Normal
31108,Generic
31109,Normal
31110,Analysis
31111,Generic
31112,Shellcode
31113,Reconnaissance
31114,Reconnaissance
31115,Normal
31116,Exploits
31117,Normal
31118,Fuzzers
31119,Generic
31120,Generic
31121,DoS
31122,Exploits
31123,Normal
31124,Generic
31125,Normal
31126,Generic
31127,Generic
31128,Generic
31129,Generic
31130,Normal
31131,Exploits
31132,Exploits
31133,DoS
31134,Fuzzers
31135,Normal
31136,Generic
31137,Normal
31138,Generic
31139,DoS
31140,Fuzzers
31141,Normal
31142,Normal
31143,Generic
31144,Normal
31145,Reconnaissance
31146,Normal
31147,Fuzzers
31148,Normal
31149,Normal
31150,Exploits
31151,Generic
31152,Generic
31153,Exploits
31154,Generic
31155,Generic
31156,Normal
31157,Normal
31158,Normal
31159,DoS
31160,Generic
31161,Normal
31162,Generic
31163,Fuzzers
31164,Analysis
31165,Normal
31166,Shellcode
31167,Generic
31168,Exploits
31169,DoS
31170,Generic
31171,Fuzzers
31172,Exploits
31173,DoS
31174,Normal
31175,Normal
31176,DoS
31177,Normal
31178,Exploits
31179,DoS
31180,Normal
31181,Fuzzers
31182,Generic
31183,Generic
31184,Generic
31185,Exploits
31186,DoS
31187,Exploits
31188,Normal
31189,Generic
31190,Fuzzers
31191,Generic
31192,Exploits
31193,Normal
31194,Analysis
31195,Generic
31196,Generic
31197,Normal
31198,Normal
31199,Normal
31200,Generic
31201,Exploits
31202,Generic
31203,Normal
31204,Exploits
31205,Exploits
31206,Generic
31207,DoS
31208,Exploits
31209,Exploits
31210,DoS
31211,Reconnaissance
31212,Reconnaissance
31213,Normal
31214,Generic
31215,Fuzzers
31216,Normal
31217,DoS
31218,Fuzzers
31219,Exploits
31220,Generic
31221,Normal
31222,Generic
31223,Analysis
31224,Exploits
31225,Generic
31226,Normal
31227,Generic
31228,Fuzzers
31229,Normal
31230,DoS
31231,Normal
31232,Exploits
31233,Generic
31234,Normal
31235,Reconnaissance
31236,Fuzzers
31237,Exploits
31238,Normal
31239,Normal
31240,Generic
31241,Generic
31242,Reconnaissance
31243,Normal
31244,Generic
31245,Normal
31246,Generic
31247,Generic
31248,Exploits
31249,Generic
31250,Normal
31251,Generic
31252,DoS
31253,Exploits
31254,Fuzzers
31255,Reconnaissance
31256,Normal
31257,Reconnaissance
31258,Normal
31259,Exploits
31260,Exploits
31261,Generic
31262,Normal
31263,Generic
31264,Generic
31265,Normal
31266,DoS
31267,DoS
31268,DoS
31269,Generic
31270,Normal
31271,Generic
31272,Fuzzers
31273,Exploits
31274,Fuzzers
31275,Generic
31276,Normal
31277,Exploits
31278,DoS
31279,Exploits
31280,Exploits
31281,Normal
31282,Exploits
31283,Normal
31284,Normal
31285,Fuzzers
31286,Generic
31287,Generic
31288,Generic
31289,Normal
31290,Fuzzers
31291,Normal
31292,DoS
31293,DoS
31294,Normal
31295,Reconnaissance
31296,Exploits
31297,Normal
31298,DoS
31299,Normal
31300,Normal
31301,Fuzzers
31302,Generic
31303,Normal
31304,Normal
31305,Exploits
31306,Exploits
31307,Normal
31308,DoS
31309,Normal
31310,Normal
31311,Generic
31312,Normal
31313,Generic
31314,Normal
31315,Generic
31316,Fuzzers
31317,Normal
31318,DoS
31319,Normal
31320,Fuzzers
31321,Normal
31322,Generic
31323,Normal
31324,Exploits
31325,DoS
31326,Exploits
31327,Fuzzers
31328,DoS
31329,Generic
31330,Reconnaissance
31331,Normal
31332,Exploits
31333,Generic
31334,Fuzzers
31335,Fuzzers
31336,Generic
31337,Generic
31338,Generic
31339,Generic
31340,Generic
31341,Fuzzers
31342,Fuzzers
31343,Reconnaissance
31344,DoS
31345,Generic
31346,DoS
31347,Reconnaissance
31348,Normal
31349,Exploits
31350,Exploits
31351,Reconnaissance
31352,Normal
31353,Generic
31354,Normal
31355,Normal
31356,Normal
31357,Normal
31358,Generic
31359,Analysis
31360,Generic
31361,Normal
31362,Exploits
31363,Exploits
31364,Normal
31365,Normal
31366,Exploits
31367,Reconnaissance
31368,DoS
31369,Normal
31370,Exploits
31371,Normal
31372,Exploits
31373,Generic
31374,Generic
31375,Exploits
31376,Analysis
31377,Fuzzers
31378,Exploits
31379,Normal
31380,Generic
31381,Exploits
31382,Normal
31383,Normal
31384,Generic
31385,Normal
31386,Generic
31387,Normal
31388,Exploits
31389,Exploits
31390,Normal
31391,Exploits
31392,Exploits
31393,Normal
31394,Analysis
31395,Analysis
31396,Normal
31397,Normal
31398,Fuzzers
31399,Normal
31400,Exploits
31401,Normal
31402,Generic
31403,Normal
31404,Exploits
31405,Exploits
31406,Generic
31407,Generic
31408,Normal
31409,Reconnaissance
31410,Fuzzers
31411,Exploits
31412,Generic
31413,Fuzzers
31414,Exploits
31415,Generic
31416,Normal
31417,Normal
31418,Normal
31419,Exploits
31420,Normal
31421,DoS
31422,Normal
31423,Fuzzers
31424,Generic
31425,Normal
31426,DoS
31427,DoS
31428,Normal
31429,Generic
31430,Generic
31431,Exploits
31432,Fuzzers
31433,Normal
31434,Fuzzers
31435,Normal
31436,Normal
31437,Normal
31438,Reconnaissance
31439,Normal
31440,Normal
31441,Fuzzers
31442,DoS
31443,Generic
31444,Exploits
31445,Reconnaissance
31446,Fuzzers
31447,Generic
31448,Normal
31449,Normal
31450,Exploits
31451,Normal
31452,Fuzzers
31453,Exploits
31454,Normal
31455,Generic
31456,Normal
31457,Normal
31458,Normal
31459,DoS
31460,Exploits
31461,Exploits
31462,Exploits
31463,Reconnaissance
31464,Generic
31465,Normal
31466,Normal
31467,Normal
31468,Generic
31469,Normal
31470,Exploits
31471,Fuzzers
31472,Normal
31473,Normal
31474,Normal
31475,Normal
31476,Fuzzers
31477,Fuzzers
31478,Normal
31479,Reconnaissance
31480,Generic
31481,Normal
31482,Generic
31483,Normal
31484,Exploits
31485,Fuzzers
31486,Generic
31487,Analysis
31488,Generic
31489,Normal
31490,Exploits
31491,Normal
31492,Exploits
31493,Reconnaissance
31494,Generic
31495,Exploits
31496,Generic
31497,Exploits
31498,Fuzzers
31499,Normal
31500,Reconnaissance
31501,Generic
31502,Normal
31503,Exploits
31504,Normal
31505,DoS
31506,Exploits
31507,Normal
31508,Normal
31509,Normal
31510,Normal
31511,Normal
31512,Generic
31513,Normal
31514,Normal
31515,Normal
31516,Normal
31517,Generic
31518,Generic
31519,Normal
31520,Normal
31521,Normal
31522,Exploits
31523,Reconnaissance
31524,Generic
31525,Generic
31526,Generic
31527,Normal
31528,Normal
31529,Normal
31530,Reconnaissance
31531,Normal
31532,Normal
31533,Normal
31534,Generic
31535,Exploits
31536,Normal
31537,Reconnaissance
31538,Normal
31539,Generic
31540,Fuzzers
31541,Exploits
31542,Fuzzers
31543,Generic
31544,Fuzzers
31545,Exploits
31546,Normal
31547,Fuzzers
31548,Generic
31549,Normal
31550,Exploits
31551,DoS
31552,Normal
31553,Normal
31554,Generic
31555,Normal
31556,Generic
31557,DoS
31558,Exploits
31559,Normal
31560,Exploits
31561,Generic
31562,Shellcode
31563,Generic
31564,Exploits
31565,Exploits
31566,Backdoor
31567,Fuzzers
31568,Normal
31569,Exploits
31570,Normal
31571,Normal
31572,Exploits
31573,Reconnaissance
31574,Fuzzers
31575,DoS
31576,Exploits
31577,Generic
31578,Exploits
31579,Normal
31580,Generic
31581,Normal
31582,Normal
31583,Normal
31584,Generic
31585,Exploits
31586,Exploits
31587,Normal
31588,DoS
31589,DoS
31590,Normal
31591,Normal
31592,Normal
31593,Exploits
31594,Normal
31595,Normal
31596,Generic
31597,Generic
31598,Normal
31599,Exploits
31600,DoS
31601,Fuzzers
31602,Normal
31603,Normal
31604,Normal
31605,Exploits
31606,Generic
31607,Exploits
31608,Generic
31609,Generic
31610,Generic
31611,Backdoor
31612,Exploits
31613,Exploits
31614,Generic
31615,Normal
31616,Fuzzers
31617,Exploits
31618,Generic
31619,Exploits
31620,Fuzzers
31621,Reconnaissance
31622,Normal
31623,Exploits
31624,Generic
31625,Exploits
31626,Normal
31627,Normal
31628,Normal
31629,Generic
31630,Shellcode
31631,Exploits
31632,Normal
31633,Normal
31634,Normal
31635,Normal
31636,Exploits
31637,Normal
31638,Generic
31639,Generic
31640,DoS
31641,Normal
31642,Normal
31643,Exploits
31644,Reconnaissance
31645,Normal
31646,Exploits
31647,Fuzzers
31648,DoS
31649,Generic
31650,Generic
31651,Normal
31652,Generic
31653,Exploits
31654,Generic
31655,Generic
31656,Normal
31657,Fuzzers
31658,Normal
31659,Normal
31660,Fuzzers
31661,Normal
31662,Fuzzers
31663,Generic
31664,Generic
31665,Exploits
31666,Normal
31667,Generic
31668,Exploits
31669,Generic
31670,Exploits
31671,Normal
31672,Normal
31673,Generic
31674,Normal
31675,Generic
31676,Generic
31677,Generic
31678,Normal
31679,Fuzzers
31680,Normal
31681,Exploits
31682,Exploits
31683,Fuzzers
31684,DoS
31685,Generic
31686,Generic
31687,Reconnaissance
31688,Exploits
31689,Normal
31690,Generic
31691,Normal
31692,Generic
31693,Normal
31694,Normal
31695,Generic
31696,Backdoor
31697,Exploits
31698,Normal
31699,Exploits
31700,Normal
31701,Normal
31702,Normal
31703,Generic
31704,Fuzzers
31705,Normal
31706,Generic
31707,Exploits
31708,Generic
31709,Exploits
31710,Normal
31711,Generic
31712,Exploits
31713,Exploits
31714,Exploits
31715,Normal
31716,Fuzzers
31717,Exploits
31718,Normal
31719,Fuzzers
31720,Normal
31721,Generic
31722,Generic
31723,Generic
31724,Generic
31725,Normal
31726,Fuzzers
31727,Normal
31728,Exploits
31729,Normal
31730,Exploits
31731,Generic
31732,Normal
31733,Exploits
31734,Normal
31735,Exploits
31736,Generic
31737,Exploits
31738,Exploits
31739,Normal
31740,Exploits
31741,Normal
31742,Normal
31743,Fuzzers
31744,Fuzzers
31745,Generic
31746,Normal
31747,Exploits
31748,Generic
31749,Fuzzers
31750,DoS
31751,Generic
31752,Exploits
31753,Reconnaissance
31754,Exploits
31755,Generic
31756,DoS
31757,Fuzzers
31758,Normal
31759,Exploits
31760,Normal
31761,Generic
31762,Exploits
31763,Fuzzers
31764,Normal
31765,Fuzzers
31766,Normal
31767,Generic
31768,Normal
31769,Normal
31770,Normal
31771,Exploits
31772,Normal
31773,Normal
31774,Generic
31775,Normal
31776,Exploits
31777,Fuzzers
31778,DoS
31779,Generic
31780,DoS
31781,Generic
31782,Fuzzers
31783,Normal
31784,Normal
31785,Exploits
31786,Generic
31787,Normal
31788,Analysis
31789,Fuzzers
31790,Generic
31791,Exploits
31792,Generic
31793,Fuzzers
31794,Exploits
31795,Fuzzers
31796,Exploits
31797,Normal
31798,Generic
31799,Normal
31800,Normal
31801,Normal
31802,Normal
31803,Normal
31804,Generic
31805,Exploits
31806,Normal
31807,Fuzzers
31808,Normal
31809,Normal
31810,DoS
31811,Reconnaissance
31812,Generic
31813,Reconnaissance
31814,Normal
31815,Normal
31816,DoS
31817,Normal
31818,Exploits
31819,Exploits
31820,Exploits
31821,Fuzzers
31822,Normal
31823,Exploits
31824,Generic
31825,Generic
31826,Normal
31827,Normal
31828,DoS
31829,DoS
31830,Exploits
31831,Exploits
31832,Generic
31833,Normal
31834,Reconnaissance
31835,Normal
31836,Generic
31837,Exploits
31838,Normal
31839,DoS
31840,Normal
31841,DoS
31842,Exploits
31843,Exploits
31844,Normal
31845,Normal
31846,Normal
31847,Generic
31848,Normal
31849,Exploits
31850,Exploits
31851,Normal
31852,Normal
31853,Normal
31854,Normal
31855,Normal
31856,Fuzzers
31857,Normal
31858,Normal
31859,Normal
31860,Reconnaissance
31861,Normal
31862,Normal
31863,Generic
31864,Normal
31865,Normal
31866,Normal
31867,DoS
31868,Exploits
31869,Fuzzers
31870,Fuzzers
31871,Generic
31872,Exploits
31873,Generic
31874,Exploits
31875,Reconnaissance
31876,Normal
31877,Reconnaissance
31878,Normal
31879,DoS
31880,Normal
31881,Normal
31882,DoS
31883,Fuzzers
31884,Normal
31885,Fuzzers
31886,Generic
31887,Exploits
31888,Generic
31889,Fuzzers
31890,Exploits
31891,Reconnaissance
31892,Normal
31893,Generic
31894,Normal
31895,Normal
31896,Exploits
31897,DoS
31898,Generic
31899,Normal
31900,Normal
31901,Exploits
31902,Fuzzers
31903,Normal
31904,Exploits
31905,Fuzzers
31906,Normal
31907,Generic
31908,Reconnaissance
31909,Backdoor
31910,Normal
31911,Generic
31912,Normal
31913,Generic
31914,Generic
31915,DoS
31916,Exploits
31917,Exploits
31918,Generic
31919,Normal
31920,Generic
31921,Normal
31922,Generic
31923,Normal
31924,DoS
31925,Exploits
31926,Exploits
31927,Generic
31928,Normal
31929,Exploits
31930,Fuzzers
31931,Shellcode
31932,Exploits
31933,Fuzzers
31934,Normal
31935,DoS
31936,Exploits
31937,Exploits
31938,DoS
31939,Exploits
31940,DoS
31941,DoS
31942,Generic
31943,Normal
31944,DoS
31945,Generic
31946,DoS
31947,Reconnaissance
31948,Exploits
31949,Exploits
31950,Reconnaissance
31951,Normal
31952,Normal
31953,Normal
31954,Analysis
31955,Normal
31956,Generic
31957,Generic
31958,Normal
31959,Generic
31960,Normal
31961,Exploits
31962,Normal
31963,Exploits
31964,Normal
31965,Normal
31966,Shellcode
31967,Normal
31968,Shellcode
31969,Normal
31970,Generic
31971,Reconnaissance
31972,Generic
31973,Exploits
31974,Generic
31975,Analysis
31976,Normal
31977,Fuzzers
31978,Exploits
31979,DoS
31980,Fuzzers
31981,Exploits
31982,Fuzzers
31983,Exploits
31984,Exploits
31985,Generic
31986,Normal
31987,Normal
31988,Exploits
31989,Normal
31990,Backdoor
31991,Exploits
31992,Normal
31993,Exploits
31994,Exploits
31995,Generic
31996,Generic
31997,Fuzzers
31998,Exploits
31999,Exploits
32000,Normal
32001,Normal
32002,Reconnaissance
32003,Normal
32004,Normal
32005,Normal
32006,Generic
32007,Exploits
32008,Fuzzers
32009,Normal
32010,DoS
32011,Normal
32012,Exploits
32013,Generic
32014,Generic
32015,Fuzzers
32016,Normal
32017,Normal
32018,Exploits
32019,Normal
32020,Exploits
32021,Generic
32022,Generic
32023,Exploits
32024,Generic
32025,Exploits
32026,Generic
32027,Normal
32028,Exploits
32029,Generic
32030,Generic
32031,Generic
32032,Generic
32033,Exploits
32034,Exploits
32035,Normal
32036,Normal
32037,Exploits
32038,Normal
32039,Normal
32040,Fuzzers
32041,Generic
32042,Generic
32043,Normal
32044,Normal
32045,Normal
32046,Normal
32047,Generic
32048,Reconnaissance
32049,Generic
32050,Fuzzers
32051,Fuzzers
32052,Generic
32053,Normal
32054,DoS
32055,Fuzzers
32056,Generic
32057,Generic
32058,Generic
32059,Reconnaissance
32060,Normal
32061,Generic
32062,Generic
32063,Analysis
32064,Exploits
32065,Reconnaissance
32066,Normal
32067,Fuzzers
32068,Normal
32069,Exploits
32070,Generic
32071,Exploits
32072,Fuzzers
32073,Exploits
32074,DoS
32075,Exploits
32076,Normal
32077,Generic
32078,Generic
32079,Normal
32080,Exploits
32081,Generic
32082,Generic
32083,Generic
32084,Generic
32085,Generic
32086,Exploits
32087,Generic
32088,Normal
32089,Normal
32090,DoS
32091,Generic
32092,Exploits
32093,DoS
32094,Normal
32095,Normal
32096,Exploits
32097,Generic
32098,Generic
32099,Exploits
32100,Exploits
32101,Exploits
32102,Reconnaissance
32103,Normal
32104,Exploits
32105,DoS
32106,Reconnaissance
32107,Normal
32108,Reconnaissance
32109,Normal
32110,Exploits
32111,Normal
32112,Exploits
32113,Exploits
32114,Exploits
32115,DoS
32116,Generic
32117,Fuzzers
32118,Backdoor
32119,Normal
32120,Normal
32121,Normal
32122,Exploits
32123,Exploits
32124,Exploits
32125,Fuzzers
32126,Normal
32127,Normal
32128,Normal
32129,Fuzzers
32130,Exploits
32131,Normal
32132,Generic
32133,Generic
32134,Generic
32135,Generic
32136,Normal
32137,Generic
32138,Normal
32139,Backdoor
32140,Exploits
32141,Fuzzers
32142,Fuzzers
32143,Fuzzers
32144,Generic
32145,Generic
32146,Generic
32147,Exploits
32148,Exploits
32149,Normal
32150,Normal
32151,Reconnaissance
32152,Exploits
32153,Exploits
32154,Exploits
32155,DoS
32156,Normal
32157,Generic
32158,Normal
32159,Generic
32160,Generic
32161,Normal
32162,Generic
32163,Exploits
32164,Normal
32165,Analysis
32166,Exploits
32167,Exploits
32168,Normal
32169,Normal
32170,Normal
32171,Fuzzers
32172,Exploits
32173,Reconnaissance
32174,Normal
32175,Generic
32176,Exploits
32177,Fuzzers
32178,DoS
32179,Normal
32180,Generic
32181,Exploits
32182,Normal
32183,Exploits
32184,Normal
32185,Generic
32186,DoS
32187,Fuzzers
32188,Normal
32189,Normal
32190,Normal
32191,Exploits
32192,Exploits
32193,Normal
32194,Exploits
32195,Generic
32196,Reconnaissance
32197,DoS
32198,Normal
32199,Normal
32200,Reconnaissance
32201,Exploits
32202,Normal
32203,Reconnaissance
32204,Exploits
32205,Fuzzers
32206,Generic
32207,Normal
32208,Normal
32209,Normal
32210,Generic
32211,Exploits
32212,Generic
32213,Generic
32214,Normal
32215,Fuzzers
32216,DoS
32217,Normal
32218,Exploits
32219,Analysis
32220,Exploits
32221,Reconnaissance
32222,Exploits
32223,Normal
32224,Normal
32225,Fuzzers
32226,Normal
32227,Reconnaissance
32228,Generic
32229,Exploits
32230,Fuzzers
32231,DoS
32232,Generic
32233,Generic
32234,Generic
32235,Exploits
32236,Generic
32237,Exploits
32238,Generic
32239,Normal
32240,Generic
32241,Exploits
32242,Fuzzers
32243,Generic
32244,Normal
32245,Reconnaissance
32246,Reconnaissance
32247,Fuzzers
32248,Normal
32249,Generic
32250,Exploits
32251,Normal
32252,Fuzzers
32253,Reconnaissance
32254,Normal
32255,Reconnaissance
32256,Generic
32257,Fuzzers
32258,Normal
32259,Generic
32260,Exploits
32261,Exploits
32262,Exploits
32263,DoS
32264,Generic
32265,Reconnaissance
32266,Generic
32267,Backdoor
32268,Normal
32269,Normal
32270,Generic
32271,Reconnaissance
32272,Normal
32273,Generic
32274,Exploits
32275,Generic
32276,Normal
32277,Generic
32278,Generic
32279,DoS
32280,Normal
32281,Fuzzers
32282,Generic
32283,Normal
32284,Reconnaissance
32285,Normal
32286,Normal
32287,Reconnaissance
32288,Normal
32289,Reconnaissance
32290,DoS
32291,Exploits
32292,Normal
32293,Normal
32294,Normal
32295,Generic
32296,Exploits
32297,DoS
32298,Reconnaissance
32299,Generic
32300,Exploits
32301,Normal
32302,Analysis
32303,Normal
32304,Normal
32305,Normal
32306,Generic
32307,Analysis
32308,Normal
32309,Normal
32310,Normal
32311,Generic
32312,Fuzzers
32313,DoS
32314,Exploits
32315,DoS
32316,Generic
32317,Fuzzers
32318,Reconnaissance
32319,Fuzzers
32320,DoS
32321,DoS
32322,Reconnaissance
32323,Generic
32324,Generic
32325,Generic
32326,Normal
32327,Reconnaissance
32328,Generic
32329,Exploits
32330,Reconnaissance
32331,Exploits
32332,Backdoor
32333,Generic
32334,Reconnaissance
32335,Fuzzers
32336,Fuzzers
32337,Reconnaissance
32338,Reconnaissance
32339,Normal
32340,Exploits
32341,DoS
32342,Normal
32343,Generic
32344,Normal
32345,Normal
32346,Normal
32347,DoS
32348,Normal
32349,Normal
32350,Normal
32351,Generic
32352,Reconnaissance
32353,Generic
32354,Normal
32355,Fuzzers
32356,Normal
32357,Shellcode
32358,Backdoor
32359,Fuzzers
32360,Normal
32361,Normal
32362,Analysis
32363,Generic
32364,Fuzzers
32365,Exploits
32366,Normal
32367,Reconnaissance
32368,Generic
32369,Generic
32370,Fuzzers
32371,Fuzzers
32372,DoS
32373,Normal
32374,Exploits
32375,Reconnaissance
32376,Backdoor
32377,Normal
32378,Generic
32379,Normal
32380,Exploits
32381,Generic
32382,Generic
32383,Generic
32384,Normal
32385,Fuzzers
32386,Normal
32387,Generic
32388,Normal
32389,Exploits
32390,Normal
32391,Normal
32392,Normal
32393,Analysis
32394,Generic
32395,Generic
32396,Normal
32397,Normal
32398,Normal
32399,DoS
32400,Normal
32401,Generic
32402,Generic
32403,Reconnaissance
32404,Generic
32405,Normal
32406,Normal
32407,Generic
32408,Worms
32409,Normal
32410,Generic
32411,Analysis
32412,Normal
32413,Normal
32414,Normal
32415,Normal
32416,DoS
32417,Exploits
32418,DoS
32419,Normal
32420,Normal
32421,Exploits
32422,Normal
32423,Generic
32424,Normal
32425,Exploits
32426,Exploits
32427,Exploits
32428,Reconnaissance
32429,Generic
32430,Generic
32431,Normal
32432,Normal
32433,Normal
32434,Normal
32435,Generic
32436,Normal
32437,Generic
32438,Normal
32439,Reconnaissance
32440,DoS
32441,Normal
32442,Normal
32443,Normal
32444,Normal
32445,Exploits
32446,DoS
32447,Exploits
32448,Normal
32449,Normal
32450,Fuzzers
32451,Generic
32452,Fuzzers
32453,Normal
32454,Exploits
32455,Fuzzers
32456,Reconnaissance
32457,Fuzzers
32458,Exploits
32459,Reconnaissance
32460,Normal
32461,Fuzzers
32462,Exploits
32463,Normal
32464,Exploits
32465,Normal
32466,Exploits
32467,Exploits
32468,Normal
32469,Fuzzers
32470,Normal
32471,Fuzzers
32472,Fuzzers
32473,Fuzzers
32474,Fuzzers
32475,Exploits
32476,Normal
32477,Normal
32478,Normal
32479,Normal
32480,Normal
32481,Exploits
32482,Normal
32483,Fuzzers
32484,Normal
32485,Normal
32486,Normal
32487,Reconnaissance
32488,Fuzzers
32489,DoS
32490,Exploits
32491,Generic
32492,Fuzzers
32493,Fuzzers
32494,Analysis
32495,Exploits
32496,Normal
32497,Generic
32498,Normal
32499,Generic
32500,Normal
32501,Generic
32502,Normal
32503,DoS
32504,Analysis
32505,Exploits
32506,Normal
32507,Generic
32508,Normal
32509,Exploits
32510,Normal
32511,Generic
32512,Fuzzers
32513,Normal
32514,Normal
32515,Normal
32516,Generic
32517,Exploits
32518,Generic
32519,Generic
32520,Normal
32521,Generic
32522,Normal
32523,Normal
32524,Exploits
32525,Generic
32526,Generic
32527,Fuzzers
32528,Generic
32529,Generic
32530,Reconnaissance
32531,Normal
32532,Normal
32533,Exploits
32534,Normal
32535,Normal
32536,Exploits
32537,Reconnaissance
32538,Fuzzers
32539,Backdoor
32540,Reconnaissance
32541,Normal
32542,Normal
32543,Normal
32544,Normal
32545,Exploits
32546,Normal
32547,Normal
32548,DoS
32549,Normal
32550,Normal
32551,Generic
32552,Generic
32553,Generic
32554,Fuzzers
32555,Normal
32556,Reconnaissance
32557,Generic
32558,DoS
32559,Normal
32560,Generic
32561,Exploits
32562,Normal
32563,Exploits
32564,Generic
32565,Shellcode
32566,Normal
32567,Generic
32568,Exploits
32569,Normal
32570,Analysis
32571,Fuzzers
32572,Exploits
32573,Normal
32574,Normal
32575,Normal
32576,Generic
32577,Generic
32578,Normal
